sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
I,0.3200,0.2550,0.1000,0.1755,0.0730,0.0415,0.0650,7,5-10
M,0.5100,0.4000,0.1300,0.6435,0.2700,0.1665,0.2050,12,10-15
M,0.3600,0.2950,0.1050,0.2410,0.0865,0.0530,0.0950,8,5-10
I,0.3600,0.2800,0.0900,0.2255,0.0885,0.0400,0.0900,8,5-10
M,,0.3800,0.1550,0.5955,0.2135,0.1610,0.2000,12,10-15
F,0.4000,0.3250,0.1200,0.3185,0.1340,0.0565,0.0950,8,5-10
I,0.3000,0.2200,0.0800,0.1210,0.0475,0.0420,0.0350,5,<5
I,0.2350,0.1750,0.0400,0.0705,0.0335,0.0150,0.0200,5,<5
F,0.7400,0.6000,0.1950,1.9740,0.5980,0.4085,0.7100,16,15-20
M,0.6200,0.4650,0.1900,1.3415,0.5705,0.3175,0.3550,11,10-15
M,0.6000,0.4750,0.1900,1.0875,0.4030,0.2655,0.3250,14,10-15
M,0.5900,0.4500,0.1850,1.2830,0.4730,0.2760,0.4250,16,15-20
M,0.6200,0.4750,0.1850,1.3250,0.6045,0.3250,0.3300,13,10-15
F,0.5650,0.4500,0.1950,1.0035,0.4060,0.2505,0.2850,15,10-15
M,0.5750,0.4550,0.1450,1.1650,0.5810,0.2275,0.3000,14,10-15
F,0.6200,0.5100,0.2050,1.3475,0.4775,0.2565,0.4800,14,10-15
M,0.6200,0.4650,0.1850,1.2740,0.5790,0.3065,0.3200,12,10-15
F,0.5050,0.3750,0.1800,0.5680,0.2325,0.1495,0.1700,12,10-15
F,0.4600,0.4250,0.1550,0.7460,0.3005,0.1520,0.2400,8,5-10
M,0.4900,0.3900,0.1400,0.7070,0.2795,0.2185,0.1800,13,10-15
F,0.5250,0.4200,0.1600,0.7560,0.2745,0.1730,0.2750,9,5-10
I,0.3400,0.2600,0.0800,0.2000,0.0800,0.0555,0.0550,6,5-10
I,0.3750,0.3050,0.1150,0.2715,0.0920,0.0740,0.0900,8,5-10
M,0.6100,0.4800,0.1500,1.2000,0.5600,0.2455,0.2800,14,10-15
F,0.6100,0.4950,0.1850,1.1530,0.5360,0.2905,0.2450,8,5-10
F,0.5850,0.4500,0.1700,0.8685,0.3325,0.1635,0.2700,22,20-25
M,0.5700,0.4600,0.1400,0.9535,0.4465,0.2065,0.2450,12,10-15
M,0.5800,0.4550,0.1700,0.9300,0.4080,0.2590,0.2200,9,5-10
M,0.6350,0.5150,0.1700,1.2750,0.5090,0.2860,0.3400,16,15-20
M,0.7000,0.5800,0.2050,2.1300,0.7415,0.4900,0.5800,20,15-20
M,0.6750,0.5250,0.1850,1.5870,0.6935,0.3360,0.3950,13,10-15
F,0.6450,0.5250,0.1900,1.8085,0.7035,0.3885,0.3950,18,15-20
M,0.7450,0.5850,0.2150,2.4990,0.9265,0.4720,0.7000,17,15-20
F,0.6850,0.5450,0.1800,1.7680,0.7495,0.3920,0.4850,16,15-20
M,0.6050,0.4900,0.1800,1.2270,0.4800,0.2870,0.3500,18,15-20
F,0.5900,0.4650,0.1500,0.9970,0.3920,0.2460,0.3400,12,10-15
F,0.6500,0.5250,0.1750,1.4225,0.6100,0.2995,0.4450,20,15-20
F,0.6000,0.4800,0.1500,1.0290,0.4085,0.2705,0.2950,16,15-20
F,0.6200,,0.1750,1.1860,0.4985,0.3015,0.3500,12,10-15
M,0.6300,0.5150,0.1600,1.0160,0.4215,0.2440,0.3550,19,15-20
M,0.5800,0.4650,0.1450,0.8870,0.4405,0.1655,0.2650,11,10-15
F,0.5800,0.4550,0.1200,1.0735,0.4790,0.2735,0.2650,10,5-10
M,0.6300,0.4900,0.1800,1.1300,0.4580,0.2765,0.3150,12,10-15
F,0.6900,0.5600,0.2150,1.7190,0.6800,0.2990,0.4700,17,15-20
F,0.6500,0.5450,0.1650,1.5660,0.6645,0.3455,,16,15-20
F,0.6600,0.5650,0.1950,1.7605,0.6920,0.3265,,16,15-20
F,0.6800,0.5800,0.2000,1.7870,0.5850,0.4530,0.6000,19,15-20
F,0.7000,0.5750,0.1700,1.3100,0.5095,0.3140,0.4200,14,10-15
M,0.6850,0.5200,0.1500,1.3430,0.4635,0.2920,0.4000,13,10-15
F,0.6750,0.5450,0.1950,1.7345,0.6845,0.3695,0.6050,20,15-20
M,0.6300,0.4900,0.1900,1.1775,0.4935,0.3365,0.2850,11,10-15
F,0.5850,0.4500,0.1600,1.0770,0.4995,0.2875,0.2500,10,5-10
M,0.5650,0.4650,0.1750,0.9950,0.3895,0.1830,0.3700,15,10-15
F,0.6100,0.4950,0.1850,1.1085,0.3705,0.3135,0.3300,12,10-15
M,0.6050,0.4700,0.1800,1.1405,0.3755,0.2805,0.3850,15,10-15
M,0.5350,0.4200,0.1450,0.7910,0.3300,0.1890,0.2500,10,5-10
M,0.4850,0.4000,0.1350,0.6630,0.3130,0.1370,0.2000,10,5-10
M,0.4700,0.3750,0.1200,0.5565,0.2260,0.1220,0.1950,12,10-15
M,0.5450,0.4250,0.1350,0.8445,0.3730,0.2100,0.2350,10,5-10
F,0.4550,0.3700,0.1050,0.4925,0.2160,0.1245,0.1350,9,5-10
M,0.5400,0.4200,0.1550,0.7385,0.3515,0.1520,0.2150,12,10-15
M,0.4600,0.3800,0.1350,0.4820,0.2070,0.1225,0.1450,10,5-10
M,0.4900,0.4200,0.1250,0.6090,0.2390,0.1435,0.2200,14,10-15
I,0.4650,0.3750,0.1200,0.4710,0.2220,0.1190,0.1400,9,5-10
I,,0.3250,0.1000,0.3215,0.1535,0.0595,0.1050,10,5-10
M,0.4750,0.3750,0.1250,0.5930,0.2770,0.1150,0.1800,10,5-10
F,0.4700,0.3750,0.1250,0.5615,0.2520,0.1370,0.1800,10,5-10
I,0.3650,0.2950,0.0950,0.2500,0.1075,0.0545,0.0800,9,5-10
I,0.3450,0.2750,0.0950,0.1995,0.0755,0.0535,0.0700,6,5-10
I,0.3900,0.3100,0.1000,0.3020,0.1160,0.0640,0.1150,11,10-15
F,,0.3950,0.1400,0.7155,0.3165,0.1760,0.2400,10,5-10
M,0.4700,0.3800,0.1450,0.5865,0.2385,0.1440,0.1850,8,5-10
M,0.5350,0.4400,0.1500,0.6765,0.2560,0.1390,0.2600,12,10-15
M,0.5850,0.4550,0.1500,0.9870,0.4355,0.2075,0.3100,11,10-15
F,0.4850,0.3650,0.1200,0.5885,0.2700,0.1310,0.1750,9,5-10
M,0.5150,0.4550,0.1350,0.7225,0.2950,0.1625,0.2350,9,5-10
F,0.4350,0.3250,0.1100,0.4335,0.1780,0.0985,0.1550,7,5-10
F,0.5150,,0.1400,0.6935,0.3115,0.1520,0.2000,10,5-10
I,0.4400,0.3450,0.1200,0.3650,0.1655,0.0830,0.1100,7,5-10
F,0.5250,0.4400,0.1500,0.8425,0.3685,0.1985,0.2400,12,10-15
M,0.4500,0.3550,0.1150,0.4790,0.2125,0.1045,0.1500,8,5-10
M,0.5900,0.4850,0.1200,0.9110,0.3900,0.1820,0.2900,16,15-20
M,0.5550,0.4500,0.1450,0.9150,0.4000,0.2460,0.2850,11,10-15
M,0.5700,0.4400,0.0950,0.8270,0.3395,0.2215,0.2350,8,5-10
M,0.5900,,0.1650,1.1045,0.4565,0.2425,0.3400,15,10-15
M,0.5850,0.4750,0.1200,0.9450,0.4100,0.2115,0.2800,14,10-15
F,0.5800,0.4600,0.1200,0.9935,0.4625,0.2385,0.2800,11,10-15
M,0.5450,0.4400,0.1200,0.8565,0.3475,0.1715,0.2400,12,10-15
F,0.6050,0.4950,0.1700,1.2385,0.5280,0.2465,0.3900,14,10-15
F,0.6200,0.4700,0.1400,1.0325,0.3605,0.2240,0.3600,15,10-15
F,0.6300,,0.1700,1.3135,0.5595,0.2670,0.4000,20,15-20
M,0.6300,0.5150,0.1650,1.3520,0.4880,0.3490,0.4500,20,15-20
F,0.6300,,0.1550,1.0050,0.3670,0.1990,0.3600,16,15-20
M,0.5450,0.4100,0.1400,0.6250,0.2230,0.1600,0.2350,13,10-15
F,0.6700,0.5400,0.1650,1.5015,0.5180,0.3580,0.5050,14,10-15
I,0.4900,0.3800,0.1200,0.5290,0.2165,0.1390,0.1550,11,10-15
F,0.4900,0.3900,0.1350,0.5785,0.2465,0.1230,0.2000,13,10-15
I,0.2900,0.2250,0.0700,0.1010,0.0360,0.0235,0.0350,8,5-10
I,0.2600,0.2000,0.0700,0.0920,0.0370,0.0200,0.0300,6,5-10
M,0.5800,0.4500,0.1750,1.0680,0.4250,0.2030,0.3200,13,10-15
F,0.6100,0.4850,0.1650,1.0915,0.3935,,0.3300,18,15-20
M,0.6000,,0.1600,1.0150,0.3995,0.1735,0.3300,19,15-20
F,0.5600,0.4550,0.1250,0.9430,0.3440,0.1290,0.3750,21,20-25
F,0.5750,0.4500,0.1700,1.0475,0.3775,0.1705,0.3850,18,15-20
F,0.5700,0.4500,0.1750,0.9555,0.3800,0.1665,0.2950,18,15-20
M,0.6000,0.4700,0.1550,1.0360,0.4375,0.1960,0.3250,20,15-20
M,0.5650,0.4550,0.1700,0.9065,0.3420,0.1560,0.3200,18,15-20
M,0.5450,0.4200,0.1400,0.7505,0.2475,0.1300,0.2550,22,20-25
I,0.4400,0.3450,0.1000,0.3660,0.1220,0.0905,0.1200,13,10-15
M,,0.4100,0.1500,0.6620,0.2815,0.1370,0.2200,11,10-15
I,0.3600,0.2750,0.0950,0.2170,0.0840,0.0435,0.0900,7,5-10
I,0.3850,0.3050,0.0950,0.2520,0.0915,0.0550,0.0900,14,10-15
M,0.3900,0.3000,0.0900,0.3055,0.1430,0.0645,0.0850,9,5-10
M,,,0.1650,0.6885,0.2490,0.1380,0.2500,13,10-15
I,0.3600,0.2750,0.1100,0.2335,0.0950,0.0525,0.0850,10,5-10
I,0.3350,0.2600,0.1000,0.1920,0.0785,0.0585,0.0700,8,5-10
F,0.5050,0.4250,0.1400,0.8500,0.2750,0.1625,0.2850,19,15-20
I,0.3950,0.2950,0.1000,0.2715,0.1340,0.0325,0.0850,10,5-10
F,0.4100,0.3250,0.1050,0.3635,0.1590,0.0770,0.1200,10,5-10
F,0.5600,0.4550,0.1900,0.7140,0.2830,0.1290,0.2750,9,5-10
M,0.5650,0.4350,0.1850,0.9815,0.3290,0.1360,0.3900,13,10-15
M,0.5650,0.4550,0.1850,0.9265,0.3540,0.1575,0.3750,16,15-20
M,0.6050,,0.1750,1.0980,0.4765,0.2320,0.3750,12,10-15
F,0.5650,0.4550,0.1500,0.8205,0.3650,0.1590,0.2600,18,15-20
M,0.7250,0.5650,0.2150,1.8910,0.6975,0.4725,0.5800,16,15-20
F,0.6750,0.5350,0.1600,1.4100,0.5920,0.3175,0.4200,16,15-20
F,0.6650,0.5550,0.1950,1.4385,0.5810,0.3540,0.3600,17,15-20
F,0.5650,0.4900,0.1550,0.9245,0.4050,0.2195,0.2550,11,10-15
F,0.6450,0.5500,0.1750,1.2915,0.5700,0.3045,0.3300,14,10-15
M,0.5750,0.4700,0.1400,0.8375,0.3485,0.1735,0.2400,11,10-15
F,0.6400,0.5400,0.1750,1.2210,0.5100,0.2590,0.3900,15,10-15
I,0.3600,0.2800,0.1050,0.1990,0.0695,0.0450,0.0800,9,5-10
I,,0.3100,0.1100,0.2965,0.1230,0.0570,0.0995,10,5-10
F,0.5250,0.4100,0.1350,0.7085,0.2930,0.1525,0.2350,11,10-15
M,0.3800,0.2850,0.1000,0.2665,0.1150,0.0610,0.0750,11,10-15
F,0.5850,0.4650,0.1700,0.9915,0.3865,0.2240,0.2650,12,10-15
I,0.2400,0.1850,0.0700,0.0715,0.0260,0.0180,0.0250,6,5-10
I,0.2200,0.1650,0.0550,0.0545,0.0215,0.0120,0.0200,5,<5
I,0.2550,0.1950,0.0700,0.0735,0.0255,0.0200,0.0250,6,5-10
I,0.1750,0.1250,0.0500,0.0235,0.0080,0.0035,0.0080,5,<5
F,0.6700,0.5500,0.1900,1.3905,0.5425,0.3035,0.4000,12,10-15
M,0.6550,0.5300,0.1950,1.3880,0.5670,0.2735,0.4100,13,10-15
F,0.6800,0.5500,0.2100,1.7445,0.5975,0.3050,0.6250,17,15-20
M,0.6750,0.5550,0.2000,1.4385,0.5450,0.2665,0.4650,21,20-25
F,0.5300,0.4400,0.1350,0.7835,0.3130,0.1715,0.2185,9,5-10
F,0.5150,0.4050,0.1200,0.6460,0.2895,0.1405,0.1770,10,5-10
I,0.4300,0.3400,0.1200,0.3575,0.1510,0.0645,0.1045,9,5-10
F,0.5200,0.4050,0.1200,0.6270,0.2645,0.1415,0.1810,11,10-15
F,0.5450,,0.1600,0.7715,0.2720,0.1455,0.2765,10,5-10
M,0.5300,,0.1750,0.7395,0.2610,0.1395,0.2645,17,15-20
F,0.4650,0.3500,0.1150,0.4210,0.1565,0.0910,0.1345,9,5-10
M,0.6650,0.5400,0.1750,1.3470,0.4955,0.2540,,17,15-20
M,0.7350,0.5900,0.2250,1.7560,0.6370,0.3405,0.5800,21,20-25
M,0.6600,0.5450,0.1850,1.3200,0.5305,0.2635,0.4550,16,15-20
F,0.7000,0.5850,0.1850,1.8075,0.7055,0.3215,0.4750,29,25+
M,0.5750,0.4000,0.1550,0.9325,0.3605,0.2445,0.3000,17,15-20
M,0.5700,0.4650,0.1250,0.8490,0.3785,0.1765,0.2400,15,10-15
F,0.5800,0.4600,0.1500,0.9955,0.4290,0.2120,0.2600,19,15-20
M,0.6300,0.4800,0.1450,1.0115,0.4235,0.2370,0.3050,12,10-15
F,0.5850,0.4650,0.1400,0.9080,0.3810,0.1615,0.3150,13,10-15
M,0.5500,0.4500,0.1300,0.9200,0.3780,0.2385,0.2900,11,10-15
F,0.6250,0.5150,0.1500,1.2415,0.5235,0.3065,0.3600,15,10-15
M,0.5400,0.4200,0.1350,0.8075,0.3485,0.1795,0.2350,11,10-15
F,0.5700,0.4550,0.1650,1.0595,0.4400,0.2195,0.2850,14,10-15
M,0.5900,0.4550,0.1450,1.0730,0.4750,0.1900,0.2850,14,10-15
M,0.5800,0.4600,0.1300,0.9210,0.3570,0.1810,0.2900,13,10-15
F,0.6550,0.5100,0.1550,1.2895,0.5345,0.2855,0.4100,11,10-15
M,0.6550,0.5300,0.1750,1.2635,0.4860,0.2635,,15,10-15
M,0.6250,,0.1950,1.3690,0.5875,0.2185,0.3700,17,15-20
F,0.6250,,0.1500,0.9530,0.3445,0.2235,0.3050,15,10-15
F,0.6400,0.5200,0.1750,1.2480,0.4245,0.2595,0.4800,12,10-15
F,0.6050,0.4850,0.1650,1.0105,0.4350,0.2090,0.3000,19,15-20
F,0.6150,0.5250,0.1550,1.0385,0.4270,0.2315,0.3450,11,10-15
M,0.5550,0.4500,0.1750,0.8740,0.3275,0.2020,0.3050,10,5-10
F,0.5800,0.4400,0.1800,0.8540,0.3665,0.1635,0.2450,12,10-15
F,0.6200,0.5200,0.2250,1.1835,0.3780,0.2700,0.3950,23,20-25
F,0.6200,0.4700,0.2250,1.1150,0.3780,0.2145,0.3600,15,10-15
F,0.6000,0.5050,0.1900,1.1290,0.4385,0.2560,0.3600,13,10-15
F,0.6250,0.4850,0.1900,1.1745,0.4385,0.2305,0.4200,17,15-20
M,0.6000,0.4700,0.1750,1.1050,0.4865,0.2470,0.3150,15,10-15
M,0.5600,0.4600,0.2350,0.8395,0.3325,0.1570,0.3050,12,10-15
M,0.5850,0.4550,0.2250,1.0550,0.3815,0.2210,0.3650,15,10-15
M,0.5600,0.4350,0.1800,0.8890,0.3600,0.2040,0.2500,11,10-15
I,0.5600,0.4450,0.1550,0.8735,0.3005,0.2090,0.2750,16,15-20
I,0.6800,0.5300,0.1850,1.1095,0.4390,0.2450,0.3400,10,5-10
F,0.4550,0.3500,0.1400,0.5185,0.2210,0.1265,0.1350,10,5-10
F,0.4900,0.3800,0.1450,0.6725,0.2490,0.1810,0.2100,10,5-10
M,0.3100,0.2200,0.0850,0.1460,0.0610,0.0365,0.0450,6,5-10
F,0.2750,0.1950,0.0700,0.0800,0.0310,0.0215,0.0250,5,<5
M,0.2700,0.1950,0.0800,0.1000,0.0385,0.0195,0.0300,6,5-10
M,0.4000,0.2900,0.1150,0.2795,0.1115,0.0575,0.0750,9,5-10
M,0.2800,0.2000,0.0800,0.0915,0.0330,0.0215,0.0300,5,<5
M,0.3250,0.2300,0.0900,0.1470,0.0600,0.0340,0.0450,4,<5
F,0.3450,0.2500,0.0900,0.2030,0.0780,0.0590,0.0550,6,5-10
M,0.2100,0.1500,0.0500,0.0385,0.0155,0.0085,0.0100,3,<5
F,0.3600,0.2700,0.0900,0.1885,0.0845,0.0385,0.0550,5,<5
I,0.3650,0.2600,0.1150,0.2180,0.0935,0.0445,0.0700,9,5-10
M,0.2000,0.1400,0.0550,0.0350,0.0145,0.0080,0.0100,5,<5
M,0.2350,0.1600,0.0600,0.0545,0.0265,0.0095,0.0150,4,<5
M,0.1750,0.1250,0.0400,0.0240,0.0095,0.0060,0.0050,4,<5
M,0.1550,0.1100,0.0400,0.0155,0.0065,0.0030,0.0050,3,<5
F,0.5700,0.4450,0.1550,0.7330,0.2820,0.1590,0.2350,14,10-15
F,0.5700,0.4500,0.1600,0.9715,0.3965,0.2550,0.2600,12,10-15
M,0.3850,0.3000,0.0950,0.2400,0.0885,0.0590,0.0850,9,5-10
I,0.5300,0.4200,0.1850,0.7520,0.2990,0.1560,0.2050,20,15-20
F,0.4600,0.3550,0.1300,0.4580,0.1920,0.1055,0.1300,13,10-15
I,0.4700,0.3700,0.1200,0.4705,0.1845,0.1055,0.1550,12,10-15
F,0.4350,0.3350,0.1100,0.3800,0.1695,0.0860,0.1100,9,5-10
I,0.4700,0.3700,0.1400,0.4985,0.2095,0.1225,0.1450,10,5-10
I,0.4650,0.3800,0.1300,0.4540,0.1895,0.0800,0.1550,11,10-15
I,0.5200,0.4050,0.1400,0.5775,0.2000,0.1450,0.1790,11,10-15
M,0.2900,0.2300,0.0750,0.1165,0.0430,0.0255,0.0400,7,5-10
M,0.2750,0.2050,0.0700,0.0940,0.0335,0.0200,0.0325,5,<5
F,0.3750,0.2900,0.1150,0.2705,0.0930,0.0660,0.0885,10,5-10
F,,0.3750,0.1400,0.6040,0.2420,0.1415,0.1790,15,10-15
F,0.4400,0.3550,0.1150,,0.1585,0.0925,0.1310,11,10-15
M,0.4200,0.3250,0.1150,0.2885,0.1000,0.0570,0.1135,15,10-15
M,0.4450,0.3500,0.1150,0.3615,0.1565,0.0695,0.1170,8,5-10
F,0.3800,0.2900,0.1050,0.2570,0.0990,0.0510,0.0850,10,5-10
M,0.3200,0.2450,0.0750,0.1555,0.0585,0.0380,0.0490,11,10-15
M,0.2550,0.1950,0.0650,0.0800,0.0315,0.0180,0.0270,8,5-10
M,0.2050,0.1550,0.0450,0.0425,0.0170,0.0055,0.0155,7,5-10
F,0.5650,0.4500,0.1600,0.7950,0.3605,0.1555,0.2300,12,10-15
I,0.5550,0.4250,0.1800,0.8750,0.3695,0.2005,0.2550,11,10-15
I,0.6500,0.5150,0.1600,1.1625,0.4950,0.2030,0.3300,17,15-20
I,0.6150,0.4900,0.1550,0.9885,0.4145,0.1950,0.3450,13,10-15
I,0.5600,0.4400,0.1650,0.8000,0.3350,0.1735,0.2500,12,10-15
I,0.4800,0.3700,0.1200,0.5140,0.2075,0.1310,0.1550,13,10-15
I,0.4850,0.3900,0.1250,0.5910,0.2870,0.1410,0.1200,9,5-10
I,,0.3850,0.1500,0.6265,0.2605,0.1665,0.1600,10,5-10
I,0.5250,0.4050,0.1500,0.7950,0.3075,0.2050,0.2550,14,10-15
F,0.6600,,0.1650,1.1905,0.4585,0.2980,0.3700,12,10-15
F,0.6600,0.5300,0.1700,1.3260,0.5190,0.2625,0.4400,13,10-15
I,0.5200,0.4000,0.1450,0.6600,0.2670,0.1055,0.2200,13,10-15
F,0.4400,0.3400,0.1050,0.3640,0.1480,0.0805,0.1175,8,5-10
I,0.5150,0.4000,0.1200,0.6590,0.2705,0.1790,0.1700,13,10-15
F,0.4750,0.3500,0.1150,0.4520,0.1715,0.0920,0.1550,11,10-15
F,0.5450,,0.1500,0.7335,0.2795,0.1630,0.2185,11,10-15
F,0.4700,0.3550,0.1300,0.5465,0.2005,0.1260,0.1850,14,10-15
M,0.3500,0.2550,0.0650,0.1790,0.0705,0.0385,0.0600,10,5-10
I,0.4850,0.3550,0.1300,0.5810,0.2450,0.1320,0.1680,12,10-15
I,0.4350,0.3300,0.1250,0.4060,0.1685,0.1055,0.0960,12,10-15
M,0.2800,0.2100,0.0800,0.1085,0.0410,0.0265,0.0345,7,5-10
F,0.4100,0.3200,0.1150,0.3870,0.1650,0.1005,0.0985,11,10-15
I,0.4500,0.3500,0.1400,0.4740,0.2100,0.1090,0.1275,16,15-20
I,0.4500,0.3450,0.1350,0.4430,0.1975,0.0875,0.1175,14,10-15
F,0.5900,0.4550,0.1550,1.0660,0.3820,0.2275,,20,15-20
F,0.5700,0.4400,0.1400,0.9535,0.3785,0.2010,0.3050,17,15-20
I,0.6100,0.4750,0.1500,0.9665,0.4145,0.2000,0.3450,10,5-10
F,0.6100,0.4750,0.1400,1.1330,0.5275,0.2355,0.3500,11,10-15
I,0.5600,0.4250,0.1400,0.9175,0.4005,0.1975,0.2600,10,5-10
F,0.5850,0.4350,0.1750,0.9820,0.4055,0.2495,0.2700,10,5-10
I,0.5800,0.4450,0.1500,0.8865,0.3830,0.2090,0.2550,11,10-15
F,0.6300,0.4800,0.1750,1.3675,0.5015,0.3035,0.5150,17,15-20
F,0.6250,0.4900,0.1750,1.2330,0.5565,0.2470,0.3650,11,10-15
I,0.5500,0.4250,0.1500,0.8060,0.3760,0.1710,0.2450,14,10-15
F,0.6450,0.5250,0.1900,1.4635,0.6615,0.3435,0.4350,19,15-20
I,0.4600,0.3550,0.1400,0.4935,0.2160,0.1330,0.1150,13,10-15
F,0.4100,0.3050,0.1000,0.3630,0.1735,0.0650,0.1100,11,10-15
I,0.4950,0.3900,0.1250,0.6655,0.2840,0.1620,0.2000,11,10-15
I,0.5200,0.4250,0.1700,0.6805,0.2800,0.1740,0.1950,10,5-10
F,0.5500,0.4100,0.1450,0.8285,0.3095,0.1905,0.2500,13,10-15
M,0.4500,0.3350,0.1400,0.4625,0.1640,0.0760,0.1500,14,10-15
F,0.4050,0.3100,0.1200,0.3095,0.1380,0.0580,0.0950,13,10-15
I,0.5100,0.4000,0.1500,0.7450,0.2865,0.1675,0.2350,13,10-15
F,0.3700,0.2900,0.1150,0.2500,0.1110,0.0570,0.0750,9,5-10
I,0.5250,0.4100,0.1750,0.8740,0.3585,0.2070,0.2050,18,15-20
F,0.6600,0.5200,0.1800,1.5140,0.5260,0.2975,0.4200,19,15-20
M,0.5350,0.4200,0.1500,0.6995,0.2575,0.1530,0.2400,12,10-15
I,0.5750,0.4550,0.1800,0.8525,0.3015,0.1825,0.3000,13,10-15
F,0.5500,0.4300,0.1400,0.7135,0.2565,0.1860,0.2250,9,5-10
I,0.6050,0.4700,0.1400,0.9390,0.3385,0.2010,0.3200,13,10-15
I,0.6050,0.4950,0.1450,1.0540,0.3690,0.2255,0.3600,12,10-15
F,0.5600,0.4450,0.1950,0.9810,0.3050,0.2245,0.3350,16,15-20
I,0.5350,0.4200,0.1450,0.9260,0.3980,0.1965,0.2500,17,15-20
F,0.3850,0.3150,0.1100,0.2860,0.1225,0.0635,0.0835,10,5-10
F,0.3900,0.3000,0.1000,0.2650,0.1075,0.0600,0.0865,13,10-15
I,0.4700,0.3450,0.1150,0.4885,0.2005,0.1080,0.1660,11,10-15
I,0.5150,0.3900,0.1400,0.5555,0.2000,0.1135,0.2235,12,10-15
I,0.4250,0.3450,0.1250,0.4250,0.1600,0.0795,0.1540,13,10-15
M,0.3450,0.2700,0.0900,0.1950,0.0780,0.0455,0.0590,9,5-10
I,0.4850,0.3700,0.1300,0.4580,0.1810,0.1130,0.1360,10,5-10
M,0.3700,0.2850,0.1000,0.2280,0.0675,0.0675,0.0810,10,5-10
M,0.3500,0.2650,0.0900,0.1775,0.0575,0.0420,0.0680,12,10-15
F,0.4400,0.3450,0.1700,0.4085,0.1500,0.0825,0.1515,12,10-15
M,0.1950,0.1450,0.0500,0.0320,0.0100,0.0080,0.0120,4,<5
M,0.3250,0.2400,0.0750,0.1550,0.0475,0.0355,0.0600,9,5-10
I,0.4950,0.3700,0.1250,0.4775,0.1850,0.0705,0.1690,18,15-20
I,0.4500,0.3500,0.1450,0.5250,0.2085,0.1000,0.1655,15,10-15
M,,0.3450,0.1350,0.3865,0.1280,0.0700,0.1480,13,10-15
F,0.4700,0.3550,0.1400,0.4330,0.1525,0.0950,0.1520,12,10-15
M,0.3200,0.2400,0.0850,0.1700,0.0655,0.0470,0.0490,7,5-10
M,0.3100,0.2250,0.0750,0.1295,0.0455,0.0335,0.0440,9,5-10
M,0.2350,0.1700,0.0550,0.0515,0.0180,0.0105,0.0195,7,5-10
M,0.3450,0.2550,0.0800,0.1690,0.0600,0.0425,0.0540,10,5-10
I,0.4850,0.3800,0.1400,0.6730,0.2175,0.1300,0.1950,18,15-20
F,,0.3850,0.1150,0.6785,0.2945,0.1380,0.1950,12,10-15
F,,0.3850,0.1050,0.4980,0.1795,0.1095,0.1700,17,15-20
I,0.4650,0.3600,0.1050,0.4980,0.2140,0.1160,0.1400,15,10-15
F,0.5250,0.4050,0.1600,0.6580,0.2655,0.1125,0.2250,12,10-15
F,0.4250,0.3350,0.0950,0.3220,0.1205,0.0610,0.1250,10,5-10
F,0.3800,0.3050,0.0950,0.2815,0.1255,0.0525,0.0900,8,5-10
I,0.5300,,0.1450,0.9440,0.3845,0.1850,0.2650,21,20-25
M,0.3400,0.2650,0.0850,0.1835,0.0770,0.0460,0.0650,10,5-10
I,0.4750,0.3650,0.1150,0.4900,0.2230,0.1235,0.1335,9,5-10
F,0.4300,0.3400,0.1200,0.3910,0.1555,0.0950,0.1405,7,5-10
M,0.4600,0.3650,0.1250,0.4670,0.1895,0.0945,0.1580,10,5-10
I,0.4700,0.3600,0.1300,0.5225,0.1980,0.1065,0.1650,9,5-10
M,0.3600,0.2950,0.1000,0.2105,0.0660,0.0525,0.0750,9,5-10
M,0.3550,0.2650,0.0900,0.1680,0.0500,0.0410,0.0630,8,5-10
M,0.3800,0.2350,0.1000,0.2580,0.1055,0.0540,0.0800,7,5-10
M,0.3550,0.2600,0.0850,0.1905,0.0810,0.0485,0.0550,6,5-10
I,0.4400,0.3450,0.1200,0.4870,0.1965,0.1080,0.1600,14,10-15
F,0.5100,0.4000,0.1300,0.5735,0.2190,0.1365,0.1950,13,10-15
M,0.3250,0.2400,0.0850,0.1730,0.0795,0.0380,0.0500,7,5-10
I,0.6200,0.4850,0.1800,1.1785,0.4675,0.2655,0.3900,13,10-15
F,0.5900,0.4500,0.1600,0.9000,0.3580,0.1560,0.3150,19,15-20
M,0.3300,0.2550,0.0950,0.1875,0.0735,0.0450,0.0600,7,5-10
M,0.4500,0.3400,0.1300,0.3715,0.1605,0.0795,0.1050,9,5-10
I,0.4450,0.3300,0.1200,0.3470,0.1200,0.0840,0.1050,11,10-15
M,0.3300,0.2150,0.0750,0.1145,0.0450,0.0265,0.0350,6,5-10
M,0.4800,0.3750,0.1450,0.7770,0.2160,0.1300,0.1700,9,5-10
I,0.4600,0.3500,0.1200,0.4885,0.1930,0.1050,0.1550,11,10-15
F,0.4750,0.3600,0.1250,0.4470,0.1695,0.0810,0.1400,9,5-10
M,0.2550,0.1800,0.0650,0.0790,0.0340,0.0140,0.0250,5,<5
I,0.3350,0.2450,0.0900,0.1665,0.0595,0.0400,0.0600,6,5-10
I,0.4700,0.3500,0.1300,0.4660,0.1845,0.0990,0.1450,11,10-15
