,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
290,-0.191,-1.092,0.403,0.749,0.172,1.519,0.749,0.325,0.189,1.047,D
291,0.192,0.086,0.278,-1.347,0.262,-0.682,0.220,0.178,-0.061,-0.626,F
292,0.118,0.235,0.051,0.220,0.262,1.478,,-1.149,-0.622,1.355,A
293,-0.117,-0.189,0.694,0.975,0.709,-1.637,-1.328,-1.602,-1.090,-0.707,Y
294,-0.697,-0.056,-3.211,0.629,0.262,0.647,-0.120,0.697,0.189,0.811,W
295,0.624,0.007,0.115,-0.351,0.887,-2.135,-1.101,-1.144,0.407,-1.341,I
296,-3.499,0.612,0.065,0.455,-4.922,-0.308,0.673,0.673,-1.744,-0.502,A
297,-0.561,0.329,0.296,0.756,0.262,0.689,,0.569,0.844,0.632,E
298,0.044,0.572,0.004,-0.333,0.262,-0.806,0.333,1.148,0.937,-0.786,G
299,0.069,-1.163,-3.211,-0.829,0.262,2.972,1.315,-1.432,-0.560,1.954,A
300,-0.104,-0.079,0.012,0.221,0.262,0.107,-0.195,0.105,0.469,0.337,A
301,-2.215,-0.299,0.353,0.055,-1.705,2.017,0.031,-1.190,-0.372,1.966,A
302,-0.314,0.360,0.396,0.600,-1.347,0.979,-0.120,-0.071,0.064,1.081,D
303,0.019,0.290,-0.116,1.525,-0.543,1.893,0.824,-0.528,-0.466,1.303,F
304,-0.438,0.423,0.389,0.621,0.172,0.107,0.296,1.897,1.031,0.085,E
305,-0.030,-0.064,,-1.279,0.172,-0.682,0.107,1.764,0.345,-0.559,F
306,-0.191,-0.064,0.442,1.289,0.262,0.689,0.333,-0.202,-0.217,0.556,E
307,0.155,0.290,0.207,-0.007,0.172,-0.806,0.107,0.655,0.158,-0.672,G
308,1.217,0.156,-0.013,0.354,0.172,0.398,0.484,0.130,-0.372,0.212,A
309,-0.117,-0.189,0.694,0.975,0.709,-1.263,1.164,-1.204,-0.279,-0.812,Y
310,0.735,-0.283,0.090,-1.848,0.977,-1.305,-0.157,-2.087,-0.528,-1.001,I
311,-0.178,0.258,-0.124,0.228,0.083,0.315,0.786,0.620,0.345,-0.033,F
312,-0.413,-0.346,0.602,2.211,0.440,0.481,-1.177,1.826,2.340,1.351,X
313,3.722,0.337,0.175,-2.701,0.262,-0.557,0.447,2.192,-0.404,-0.617,F
314,-0.018,-0.354,0.421,-0.176,0.262,-0.640,0.220,-0.932,-0.715,-0.576,F
315,-0.215,-0.142,0.097,-0.184,0.262,-1.305,0.296,-1.417,-0.435,-1.208,E
316,-0.030,0.572,5.083,-0.110,-1.258,0.024,0.484,1.340,0.906,-0.119,G
317,-0.265,-0.276,0.385,1.344,0.262,0.606,0.522,-0.320,-1.214,0.378,A
318,0.155,-0.276,0.417,0.814,0.262,0.356,0.447,0.495,0.220,0.176,A
319,0.007,-0.268,0.410,0.565,0.172,0.813,,-0.536,0.033,0.528,F
320,0.093,0.054,0.374,0.379,0.262,-1.803,0.447,-2.856,-3.085,-1.717,H
321,-3.499,0.054,-2.083,-2.448,-4.922,-3.588,-9.670,-3.838,-3.085,-5.715,A
322,-0.314,-0.236,0.029,0.461,0.262,1.104,-0.044,0.138,0.282,1.164,A
323,-0.018,0.235,-0.180,0.621,0.262,0.647,0.484,0.446,0.158,0.428,F
324,-0.277,-0.252,-3.203,1.958,0.262,2.142,-0.006,2.007,2.122,2.097,X
325,-0.104,-0.338,0.385,-0.096,0.262,-0.225,0.447,-0.249,-0.217,-0.315,E
326,0.266,0.580,0.115,-0.165,0.262,-0.723,0.598,0.420,-0.123,-0.835,A
327,0.069,0.227,0.015,-0.610,-1.079,-0.848,0.296,-0.085,-0.123,-0.796,A
328,-0.598,-0.071,0.353,0.221,0.262,1.561,0.220,-0.844,0.126,1.402,E
329,0.081,-0.244,0.214,-0.379,0.262,0.107,0.296,0.188,0.438,0.052,F
330,0.069,-0.087,0.470,-0.100,0.172,-0.017,0.862,0.260,0.314,-0.335,A
331,-0.080,0.180,0.310,1.180,-1.258,-0.266,0.107,1.511,0.688,-0.159,E
332,0.167,0.117,0.047,-0.175,0.262,0.772,0.862,-0.629,-0.279,0.327,A
333,0.328,0.337,-0.020,1.087,0.262,0.896,0.145,0.481,0.158,0.860,A
334,0.192,0.148,0.193,-1.293,0.262,-0.972,-0.497,-2.702,-2.430,-0.479,H
335,0.044,-0.079,0.061,0.565,0.262,0.024,-0.006,0.388,-0.248,0.159,A
336,0.069,-0.087,0.470,-0.100,0.172,0.523,0.220,-0.428,-0.092,0.474,A
337,0.562,0.046,0.211,-1.052,0.977,-1.222,-1.026,-1.230,-0.123,-0.449,I
338,0.180,-0.048,0.275,-0.605,0.262,-0.723,1.353,-0.522,-0.185,-1.171,F
339,0.155,-0.236,0.015,0.559,0.172,-0.308,-3.253,0.119,-2.680,-1.609,A
340,0.081,0.203,0.250,-0.423,0.262,-1.471,0.296,0.071,0.376,-1.357,H
341,-3.499,0.745,0.150,0.685,-4.922,-0.059,0.447,0.272,-2.181,-0.137,A
342,-0.339,-0.095,0.527,1.857,-1.258,0.647,-1.139,0.657,1.904,1.527,X
343,0.439,0.290,0.143,-0.282,0.262,-0.391,-0.006,0.560,0.189,-0.232,A
344,0.093,0.101,0.314,0.757,0.351,0.689,0.258,1.137,0.189,0.611,A
345,-0.092,0.298,0.079,0.196,0.262,-0.308,,0.625,0.345,-0.253,F
346,-0.092,-0.071,0.538,-1.179,0.262,0.647,0.522,-0.402,0.095,0.424,E
347,0.106,0.290,0.172,-0.220,0.262,-0.391,0.258,0.350,0.126,-0.366,A
348,-0.512,-0.621,0.492,-2.054,-0.006,0.232,-0.044,-0.265,-0.747,0.349,D
349,-0.314,-0.024,-1.681,0.307,0.262,0.896,0.220,1.339,1.031,0.832,E
350,-0.043,-0.464,0.392,0.227,0.262,1.228,0.598,-0.448,0.501,0.879,E
351,-0.228,0.250,0.207,-0.481,0.262,-1.180,-0.082,1.116,0.594,-0.858,E
352,-3.499,0.250,0.232,1.224,-4.922,0.107,0.673,1.348,0.812,-0.141,W
353,0.019,-0.040,0.289,-0.043,0.262,0.190,0.409,-0.066,-0.497,0.070,F
354,0.624,-2.427,0.179,0.711,1.066,-1.554,-1.328,1.861,2.527,-0.611,I
355,0.377,0.180,0.065,-1.534,0.262,1.395,0.749,-0.914,-0.279,0.929,A
356,0.291,-0.181,0.442,-1.340,0.262,0.232,-2.724,-1.607,-2.119,0.178,F
357,0.155,-0.385,0.381,0.314,0.262,-0.599,-0.006,0.357,-0.372,-0.422,F
358,-0.376,-0.276,0.449,0.557,0.172,-0.640,,0.532,-0.404,-0.559,D
359,0.032,0.667,-0.095,0.010,0.172,-0.433,0.522,1.000,0.563,-0.540,G
360,-0.351,-0.315,0.573,1.670,-0.185,-0.142,-1.479,0.520,1.623,0.942,X
361,-0.326,-0.652,0.385,-1.694,-0.185,-1.471,0.145,-3.213,-2.618,-1.291,E
362,0.871,-0.236,0.026,-1.942,0.977,-1.554,-0.837,-3.418,-2.243,-0.881,I
363,0.019,-0.040,0.289,-0.043,0.262,-0.308,0.749,-0.432,0.251,-0.548,F
364,0.229,-0.001,0.172,-0.003,0.262,0.606,0.371,-0.745,-0.154,0.456,A
365,-0.092,-0.071,0.538,-1.179,0.262,-0.142,0.409,1.278,0.812,-0.250,E
366,0.846,0.015,-0.052,0.988,0.262,0.398,0.220,0.819,0.189,0.369,A
367,0.143,0.164,0.200,-0.250,0.262,-0.889,0.069,0.357,0.469,-0.725,A
368,0.155,-0.362,0.410,-0.172,0.262,-0.972,0.409,-0.560,-0.466,-0.966,F
369,-3.499,-0.111,7.420,2.021,-4.922,-0.142,-0.761,1.336,1.405,0.484,I
370,0.143,-0.330,0.300,0.418,0.172,-0.017,-2.838,0.346,0.126,-1.839,A
371,0.945,0.133,0.136,0.565,0.172,-0.142,0.447,-0.210,-0.684,-0.249,A
372,-3.499,16.966,0.385,1.655,-4.922,-1.637,-11.935,2.715,-3.865,-6.719,E
373,-0.043,-0.173,0.645,0.089,-0.990,-1.803,-0.006,-0.583,1.000,-1.531,Y
374,0.007,-0.668,0.477,1.622,0.172,4.260,0.371,-0.936,-0.747,3.715,A
375,0.266,0.415,0.090,-0.685,0.262,-0.017,0.145,0.259,0.812,0.039,G
376,0.217,0.298,0.250,-0.041,0.262,-0.225,-0.044,0.264,0.002,-0.057,A
377,-0.117,-0.079,0.381,1.541,0.172,0.439,-0.422,0.703,1.467,0.816,X
378,,0.172,,0.685,0.172,1.934,0.031,1.272,2.247,1.908,X
379,0.130,0.078,-0.045,0.285,-0.096,0.356,0.900,0.434,0.126,-0.054,A
380,-0.252,-0.150,0.314,-0.244,0.262,1.187,-0.610,-0.613,-0.061,1.617,A
381,-0.043,-0.323,0.310,0.287,0.262,0.564,0.220,-0.134,-0.154,0.509,F
382,0.155,-0.040,0.364,1.201,0.262,0.730,0.220,-1.121,-1.027,0.674,A
383,-0.043,-0.111,0.410,1.097,0.262,0.938,0.749,0.829,0.563,0.521,A
384,0.414,-0.472,0.239,1.018,0.887,-1.014,-1.328,-0.275,-0.528,-0.067,I
385,-0.005,0.305,0.019,-0.040,0.262,-0.557,-0.082,0.145,-0.497,-0.339,A
386,-0.561,0.329,0.296,0.756,0.262,0.232,0.220,1.121,0.875,0.212,E
387,0.143,-0.370,0.413,0.301,0.172,-0.142,-2.573,0.649,-0.123,-1.829,F
388,0.069,0.227,0.015,-0.610,-1.079,0.481,0.069,-1.165,0.126,0.523,A
389,-0.104,0.023,0.378,1.280,0.172,1.602,0.107,1.386,2.122,1.547,X
390,0.056,-0.064,0.310,-1.049,0.262,0.024,0.069,0.648,0.095,0.111,F
391,0.254,0.219,0.143,0.721,0.262,-0.142,0.107,0.874,0.220,-0.051,A
392,0.130,-0.126,0.378,0.755,0.262,1.270,0.145,0.374,0.625,1.192,A
393,-0.314,-0.024,-1.681,0.307,0.262,-0.350,-0.422,1.141,0.657,0.053,E
394,-0.005,-0.260,0.367,-0.157,0.262,-0.308,-0.044,0.270,-0.029,-0.126,F
395,-3.499,0.211,-3.211,-0.424,-4.922,0.813,0.107,0.263,-0.029,0.802,A
396,0.130,0.871,-3.211,0.062,0.262,0.689,0.484,1.219,0.345,0.489,A
397,0.303,0.353,0.083,0.704,0.262,-0.100,-0.120,0.438,-0.310,0.085,F
398,-0.104,-0.079,0.012,0.221,0.262,0.190,0.522,0.223,0.563,0.008,A
399,0.575,-0.134,0.161,1.252,0.977,-1.844,-0.912,-3.038,-2.929,-1.144,I
400,-0.018,-2.427,0.278,0.507,0.172,0.107,0.484,0.355,0.220,-0.047,F
401,-0.030,0.023,0.157,-0.771,0.262,1.436,0.522,-1.336,-0.466,1.104,H
402,0.229,0.572,0.051,-0.980,-0.275,-2.301,-2.385,1.139,-2.025,-3.432,A
403,-0.129,0.706,0.413,2.004,0.619,1.311,-1.743,0.268,0.407,2.706,Y
404,-0.178,0.258,-0.124,0.228,0.083,0.979,0.975,0.876,0.251,0.439,F
405,-0.252,-0.064,0.595,0.891,0.530,0.398,-0.799,0.681,2.091,1.041,X
406,-0.178,-0.621,0.321,0.699,0.262,-0.142,0.296,0.498,0.688,-0.156,E
407,-0.018,-0.056,0.232,0.605,-0.990,0.523,1.126,0.691,0.937,-0.018,A
408,-2.524,-0.346,-2.350,-0.776,0.172,-0.391,1.504,-0.677,-0.497,-0.963,F
409,-0.252,-0.150,0.314,-0.244,0.262,1.436,0.447,-1.719,-1.433,1.146,A
410,-0.363,0.235,0.001,0.760,0.262,1.519,0.635,-0.958,-0.217,1.160,G
411,0.044,-0.173,,-0.775,0.172,-0.682,0.258,-1.755,-0.996,-0.633,F
412,0.624,0.007,0.115,-0.351,0.887,-0.889,-1.139,-0.056,2.122,-0.030,I
413,0.106,0.557,-0.031,0.619,0.172,0.979,0.333,-0.098,-0.248,0.818,A
414,-0.326,-0.652,0.385,-1.694,-0.185,-1.927,-0.686,-2.796,-2.119,-1.409,E
415,-0.030,-0.064,0.275,-0.395,0.262,0.439,0.333,-0.623,0.158,0.330,F
416,-0.005,-0.283,0.214,-2.422,0.172,-0.848,-0.082,-1.002,-0.248,-0.625,A
417,0.007,0.039,-0.376,0.964,-0.006,0.730,0.484,0.291,-0.154,0.511,A
418,0.093,0.298,-0.013,0.109,0.262,-1.055,0.258,0.725,-0.185,-0.966,A
419,-0.573,0.376,0.058,0.047,0.262,-0.931,0.522,0.611,0.501,-0.985,G
420,-3.499,17.570,0.054,0.428,-4.922,-1.595,0.296,1.306,-1.620,-1.474,C
421,0.464,0.109,0.225,-1.411,0.262,1.062,0.296,-0.491,0.002,0.903,A
422,-0.030,-0.064,0.275,-0.395,0.262,-0.972,-0.120,-0.101,0.033,-0.711,F
423,-0.080,0.250,0.389,-0.003,0.083,-0.682,-0.006,0.422,0.937,-0.517,E
424,-0.228,0.250,0.207,-0.481,0.262,-0.848,-2.611,-0.614,0.438,-2.324,E
425,-0.117,0.305,0.036,-0.410,0.262,-1.263,0.220,-0.085,0.781,-1.139,H
426,-3.499,0.455,0.129,-5.440,-0.006,-0.806,,-1.457,-1.058,-0.702,A
427,0.056,-0.087,0.090,1.312,0.083,-0.142,0.333,1.380,0.875,-0.190,A
428,0.291,0.156,0.136,1.401,0.083,0.149,-0.082,0.929,0.251,0.318,A
429,0.007,-0.056,0.335,1.779,0.262,0.356,-0.233,0.590,0.345,0.608,A
430,0.180,0.258,0.189,-0.133,0.172,-1.097,-2.875,-0.400,-0.497,-2.350,A
431,0.044,0.698,0.022,0.913,0.262,0.315,0.447,1.010,0.002,0.153,F
432,0.019,-0.087,0.385,0.795,0.262,1.145,,-0.184,0.220,1.055,A
433,-0.104,-1.037,0.389,-1.099,0.172,-0.350,-0.006,-0.906,0.750,-0.114,X
434,0.130,-0.024,0.246,0.121,0.083,-0.100,0.107,-0.556,-0.653,-0.043,A
435,0.180,-0.173,0.122,-1.139,0.172,-0.516,0.296,-0.558,-0.310,-0.500,A
436,0.180,-0.213,0.132,-1.307,0.262,-0.391,0.598,0.750,0.937,-0.547,A
437,0.093,0.054,0.374,0.379,0.262,1.145,0.145,-0.405,-0.934,1.085,H
438,0.032,0.007,-0.316,2.791,-0.543,2.059,-0.044,1.205,-0.435,2.044,A
439,0.192,0.510,0.079,1.072,0.262,1.187,0.145,0.578,0.501,1.117,A
440,0.143,0.070,0.399,0.568,-1.168,-0.183,0.145,0.494,0.594,-0.117,A
441,,0.353,0.289,1.638,0.262,0.066,0.333,0.932,0.033,-0.008,E
442,0.032,0.368,-0.028,0.237,0.172,0.066,,0.357,0.158,0.086,A
443,0.143,0.203,-0.006,-0.835,0.262,1.561,0.220,-0.112,-0.404,1.404,A
444,0.044,-0.158,0.328,0.552,0.262,0.315,-0.006,0.176,-0.466,0.423,A
445,0.143,0.431,0.033,-0.487,0.262,-0.017,0.598,-0.326,0.594,-0.210,G
446,0.032,-0.119,0.374,-0.067,0.262,0.107,0.031,0.139,0.189,0.206,A
447,0.266,0.258,-3.211,-0.406,0.262,-0.433,0.031,0.769,0.064,-0.297,A
448,0.044,0.408,0.047,0.461,0.262,-0.848,-0.044,1.123,0.220,-0.634,F
449,,-0.056,0.211,-0.147,0.262,0.149,0.711,-0.224,0.812,-0.120,E
450,0.562,-0.299,0.068,-0.589,0.977,-0.391,-0.988,-1.083,0.812,0.352,I
451,0.451,-0.268,0.335,-0.831,0.262,0.024,0.107,0.711,-0.154,0.092,A
452,-3.499,0.439,-0.052,-5.440,-0.453,0.398,0.371,-0.189,-0.061,0.268,A
453,0.871,-0.236,0.026,-1.942,0.977,-1.512,-1.403,-0.372,0.532,-0.535,I
454,0.266,0.557,-0.020,0.177,0.262,-0.640,0.598,1.138,0.501,-0.769,G
455,-0.598,-0.071,0.353,0.221,0.262,1.644,0.107,-0.492,0.625,1.568,E
456,-0.203,-0.338,0.435,-0.184,0.083,-0.350,0.371,-1.098,-2.087,-0.391,A
457,1.019,0.211,-0.156,-0.312,0.262,0.439,0.333,-0.284,-0.248,0.327,A
458,0.044,0.007,1.349,-1.249,-0.185,0.107,0.220,1.690,-0.123,0.105,E
459,0.229,0.125,0.182,0.686,0.262,1.478,0.409,-0.705,-0.560,1.211,A
460,-0.203,-0.001,-3.211,-0.527,0.083,0.024,0.409,0.156,0.220,-0.073,D
461,0.106,-0.378,0.261,0.108,0.262,0.190,-0.271,0.353,0.314,0.459,F
462,0.056,-0.095,0.229,-0.658,0.172,1.478,0.296,-2.228,-1.869,1.283,F
463,0.217,-0.425,0.307,-0.043,0.262,-0.682,0.258,-0.298,-1.027,-0.635,A
464,0.352,-0.260,0.463,-1.128,-1.079,-0.391,,1.201,-0.029,-0.318,F
465,-0.215,-0.142,0.097,-0.184,0.262,-1.180,0.447,0.236,0.844,-1.163,E
466,-0.215,-0.205,0.456,-0.100,0.172,-0.474,0.069,0.717,0.844,-0.336,E
467,0.069,-0.087,0.470,-0.100,0.172,-0.225,0.598,0.708,0.875,-0.403,A
468,0.019,0.093,0.474,1.897,0.172,0.772,0.635,1.164,1.748,0.493,X
469,-3.462,-0.205,-3.211,-3.442,-3.045,-1.014,0.333,2.339,-2.462,-0.969,F
470,-0.080,0.313,0.140,0.296,0.262,1.685,0.069,-0.057,-0.061,1.641,A
471,0.352,-0.448,0.197,-0.528,0.977,-0.225,-1.516,-1.157,0.625,0.880,I
472,0.143,-0.330,0.300,0.418,0.172,0.938,0.296,-0.299,-0.435,0.793,A
473,-0.005,-0.283,0.214,-2.422,0.172,-0.266,-0.120,-1.112,-0.248,-0.060,A
474,0.044,0.196,0.261,-0.394,0.262,-1.014,0.409,-0.986,-1.620,-1.002,G
475,-2.524,-0.346,-2.350,-0.776,0.172,-0.516,-3.177,-1.249,-0.404,-1.810,F
476,0.155,-0.276,0.417,0.814,0.262,-0.972,0.447,-0.412,-0.809,-0.975,A
477,-0.129,-0.283,0.488,0.834,0.798,-0.225,-1.743,-0.535,-0.372,1.116,Y
478,-0.252,0.070,0.246,0.524,0.262,-0.059,0.522,0.105,0.282,-0.214,E
479,0.056,0.054,0.392,-0.029,0.262,-0.225,0.333,0.177,0.844,-0.260,H
480,0.155,-0.276,0.417,0.814,0.262,0.356,0.031,0.039,0.158,0.449,A
481,0.007,-0.668,0.477,1.622,0.172,1.478,0.107,0.373,-0.092,1.402,A
482,-0.326,-0.158,0.424,1.925,0.172,1.561,0.447,1.037,1.311,1.266,X
483,0.278,0.070,0.214,-2.284,0.083,0.730,,-3.127,-2.368,0.463,A
484,0.303,0.353,0.083,0.704,0.262,-0.765,0.371,1.079,-0.185,-0.764,F
485,-3.499,0.062,0.339,0.963,-4.922,-0.931,-0.157,1.163,-1.807,-0.652,A
486,0.019,-0.173,0.307,-0.082,0.172,-1.055,-0.120,0.406,-0.310,-0.788,F
487,0.439,0.290,0.143,-0.282,0.262,0.606,0.333,-0.401,0.251,0.489,A
488,-0.672,-0.613,0.360,0.373,0.172,-0.391,-2.800,1.253,0.625,-2.086,E
489,0.069,-1.163,-3.211,-0.829,0.262,1.851,0.371,-1.486,-0.903,1.561,A
490,-3.499,0.054,-2.083,-2.448,-4.922,-0.183,0.258,-2.877,-2.181,-0.180,A
491,0.019,0.093,0.474,1.897,0.172,1.145,-0.044,0.709,1.686,1.211,X
492,0.229,-0.009,0.175,0.087,0.172,-0.599,0.862,0.573,-0.154,-0.846,A
493,-0.376,-0.291,-3.211,-0.835,0.083,4.592,0.069,-2.695,-3.958,4.281,D
494,0.229,-0.370,0.485,0.250,0.262,-0.183,0.371,-0.311,-0.809,-0.246,A
495,-0.080,-0.291,0.389,0.856,0.262,0.439,0.107,0.339,-0.185,0.466,F
496,-0.450,-0.291,0.435,-0.069,0.262,-0.682,0.145,0.278,0.532,-0.577,E
497,0.254,0.337,0.086,-0.980,0.262,0.066,0.145,-0.616,0.750,0.108,G
498,0.365,0.196,0.175,-0.028,0.262,-0.557,0.522,0.791,0.407,-0.645,A
499,-0.005,0.761,-0.095,-0.017,0.262,0.024,,-0.482,0.438,0.041,F
500,0.698,-0.307,-0.035,0.063,0.977,-1.055,-1.516,-0.822,1.000,0.018,I
501,0.155,-0.276,0.417,0.814,0.262,0.564,0.711,1.080,0.657,0.227,A
502,0.130,-0.276,0.275,-0.575,0.262,-0.723,,-1.673,-1.963,-0.810,A
503,0.513,-0.009,-0.045,-1.738,-1.526,0.024,0.900,1.627,0.501,-0.337,A
504,-0.005,0.360,0.282,-0.213,-1.168,-0.142,-0.459,-0.058,0.563,0.253,E
505,-0.314,-2.427,-0.006,-0.195,0.262,2.516,0.711,-0.741,-0.248,1.926,A
506,0.204,-0.134,0.044,-0.655,0.262,1.353,,-1.578,-1.152,1.018,E
507,0.081,0.313,0.079,0.589,0.262,-0.142,0.258,0.881,0.189,-0.124,F
508,-0.117,-0.189,0.694,0.975,0.709,1.934,-0.535,-1.452,-0.591,2.401,Y
509,0.081,0.164,0.193,0.819,0.262,1.270,0.749,-0.286,-0.123,0.815,A
510,0.377,0.180,0.065,-1.534,0.262,0.149,-0.120,0.505,-0.092,0.331,A
511,0.390,0.462,0.136,0.012,-0.900,-0.474,0.069,1.187,-0.029,-0.349,F
512,-0.314,-0.158,0.044,1.052,0.172,0.024,0.220,0.399,-0.029,0.022,E
513,-3.499,0.392,0.374,-5.440,0.262,-0.266,0.409,0.664,0.469,-0.334,A
514,0.735,-0.283,0.090,-1.848,0.977,-1.927,,-1.287,0.407,-1.698,I
515,0.032,0.447,0.072,0.600,0.262,-0.100,0.107,-0.414,-0.497,-0.037,F
516,-0.314,-0.040,0.303,1.377,0.172,0.107,0.447,0.916,1.530,-0.030,X
517,0.365,-0.150,0.172,0.043,0.262,-0.516,-0.006,0.019,0.002,-0.354,F
518,0.081,0.651,-0.024,0.473,0.262,0.813,0.107,-0.858,-0.466,0.799,A
519,0.513,-0.009,-0.045,-1.738,-1.526,1.353,0.749,-0.165,-0.435,0.887,A
520,0.019,-0.283,0.214,0.858,0.262,-0.433,-0.044,0.474,0.563,-0.247,A
521,0.056,-0.016,0.346,-0.054,0.172,-0.516,-0.006,0.749,0.469,-0.343,A
522,0.661,-0.095,0.015,0.752,0.977,-1.055,-0.950,0.523,0.906,-0.325,I
523,0.303,-0.354,0.307,-0.918,0.172,-0.599,0.031,0.071,0.064,-0.442,F
524,0.266,-0.166,0.321,0.483,0.172,0.647,0.220,0.245,-0.310,0.593,A
525,-0.191,-0.692,0.282,-0.194,0.172,-0.017,0.296,-0.022,0.469,-0.063,E
526,-0.252,-0.150,0.314,-0.244,0.262,0.149,0.220,-0.660,-1.246,0.129,A
527,0.032,0.196,0.246,0.627,0.262,-1.014,0.371,0.763,0.875,-0.990,H
528,0.204,-0.126,0.335,0.484,-1.258,-0.308,0.258,1.043,0.033,-0.299,F
529,0.130,0.337,0.100,0.383,0.172,0.066,-0.120,-0.681,-0.965,0.226,A
530,-0.129,-0.134,0.264,0.431,0.262,0.024,0.258,0.441,0.095,-0.003,F
531,-0.240,-0.299,0.694,0.956,0.619,-0.682,-1.365,1.498,1.343,0.337,Y
532,0.130,0.871,-3.211,0.062,0.262,0.273,,1.488,0.501,0.064,A
533,0.229,0.808,-0.052,0.083,0.262,0.564,0.333,-0.450,-0.435,0.430,F
534,0.056,-0.291,0.239,0.768,0.172,0.689,,-0.287,0.750,0.149,A
535,-0.129,0.211,0.076,0.526,0.262,2.184,0.522,-0.388,-0.061,1.768,A
536,-0.067,-0.433,-3.211,-0.875,0.172,0.979,-3.140,-1.121,-0.653,-0.509,A
537,-0.314,-0.064,0.421,0.004,0.172,-0.640,0.749,-0.195,0.376,-0.835,D
538,-0.055,0.180,0.239,-1.170,0.262,-0.225,0.333,1.317,1.000,-0.257,E
539,-0.055,0.227,0.321,-0.906,0.262,-0.266,-0.082,-1.293,-0.029,-0.066,H
540,-3.499,-0.291,0.371,-0.281,-4.922,-0.433,0.031,0.555,0.064,-0.290,F
541,0.081,0.651,-0.024,0.473,0.262,0.813,0.296,-0.525,0.126,0.682,A
542,0.056,0.007,0.406,0.455,0.262,-0.599,0.296,0.856,0.345,-0.570,A
543,0.155,-0.197,-3.211,-0.737,0.351,0.149,0.824,0.124,-0.154,-0.190,F
544,0.130,-0.315,0.417,1.051,0.083,0.024,-0.006,1.105,0.844,0.157,A
545,-0.080,0.180,0.310,1.180,-1.258,-0.806,0.409,1.788,0.501,-0.818,E
546,-0.178,0.902,-0.042,0.593,0.262,0.356,0.786,0.115,0.002,0.019,F
547,-0.154,-0.841,0.140,-0.972,0.172,-0.183,0.069,-1.656,-0.123,-0.060,X
548,0.636,-0.064,0.132,-0.632,0.977,-0.972,-1.177,-2.103,-0.715,-0.116,I
549,-0.228,0.250,0.207,-0.481,0.262,-0.516,0.409,-1.516,-0.435,-0.554,E
550,0.130,0.533,-0.045,-0.943,0.262,-0.433,0.220,-1.213,-0.341,-0.397,G
551,0.352,0.211,0.307,-0.946,0.172,0.149,,-0.846,-0.560,0.169,A
552,-0.104,0.235,0.214,0.314,0.172,0.107,0.749,0.614,0.812,-0.187,H
553,0.377,-0.079,0.154,-1.103,0.262,0.315,-0.271,1.221,-0.310,0.568,A
554,-0.005,-0.283,0.214,-2.422,0.172,-0.682,0.296,-1.895,-1.464,-0.656,A
555,0.167,-0.323,0.307,-0.544,0.262,-0.557,-0.233,0.377,-0.029,-0.270,F
556,-0.252,-0.111,0.453,0.888,0.172,-0.350,0.409,0.814,0.033,-0.433,D
557,-0.252,-0.150,0.314,-0.244,0.262,0.564,,0.138,-0.497,0.522,A
558,0.241,-0.111,0.325,-0.772,0.262,0.107,,-0.673,0.033,-0.078,F
559,0.044,0.031,0.538,-2.245,0.262,-0.557,0.522,-1.208,-0.310,-0.641,E
560,0.291,0.156,0.136,1.401,0.083,-0.474,-0.120,0.413,-0.341,-0.251,A
561,0.328,0.502,0.051,-1.018,0.262,-1.761,0.484,-3.510,-3.522,-1.699,G
562,0.106,0.203,-0.024,0.996,0.262,1.021,0.333,0.542,-0.123,0.843,A
563,0.365,-0.189,0.502,0.223,-1.168,0.855,-0.459,-0.021,-0.154,1.213,F
564,-3.499,0.871,-3.211,-0.070,-4.922,0.066,-1.592,-0.068,-1.277,1.293,Y
565,-3.499,0.148,-3.211,-0.293,-4.922,0.356,-1.403,-0.137,-0.622,1.416,I
566,0.093,0.345,0.143,-0.027,0.262,0.066,0.522,-0.972,-0.622,-0.099,G
567,-0.043,0.101,0.289,0.722,0.262,0.273,0.333,0.895,0.033,0.176,A
568,0.390,0.462,0.136,0.012,-0.900,-0.557,0.447,-0.674,-1.932,-0.620,F
569,-0.240,-0.535,0.076,-0.617,0.172,2.682,0.069,-1.482,-1.214,2.568,E
570,0.044,-0.158,0.328,0.552,0.262,0.606,-0.346,-0.151,-0.185,0.899,A
571,-3.499,0.305,-3.211,1.102,-4.922,0.896,0.447,1.476,0.314,0.666,X
572,0.143,-0.244,-3.207,0.166,0.887,0.024,-1.441,-0.118,0.968,1.087,I
573,0.143,-0.001,0.154,0.956,0.262,0.439,0.484,0.906,0.158,0.246,F
574,-0.265,-0.126,0.236,0.177,0.262,0.938,0.258,0.131,-0.996,0.821,A
575,-0.326,0.093,-3.211,0.668,-0.096,2.474,0.333,0.056,1.498,2.218,X
576,0.562,-0.001,-3.211,-2.832,0.262,0.024,0.900,0.025,0.314,-0.337,A
577,-0.154,-0.032,0.271,0.057,0.262,0.190,0.749,-0.200,0.064,-0.118,A
578,0.106,0.290,0.172,-0.220,0.262,0.273,2.108,-1.073,-1.121,-0.692,A
579,0.636,-0.064,0.132,-0.632,0.977,-1.097,-1.667,-1.354,0.064,0.077,I
580,0.167,-0.323,0.307,-0.544,0.262,-0.308,0.107,-0.143,-0.217,-0.216,F
